Date,Time,Temperature,Humidity
03/26/22,14:22,22.6*C,29.5%
03/26/22,14:22,22.6*C,29.5%
03/26/22,14:22,22.6*C,29.6%
03/26/22,14:22,22.6*C,29.5%
03/26/22,14:23,22.6*C,29.5%
03/26/22,14:23,22.6*C,29.5%
03/26/22,14:23,22.6*C,29.5%
03/26/22,14:23,22.6*C,29.5%
03/26/22,14:23,22.6*C,29.5%
03/26/22,14:24,22.6*C,29.5%
03/26/22,14:24,22.6*C,29.5%
03/26/22,14:24,22.6*C,29.5%
03/26/22,14:24,22.6*C,29.5%
03/26/22,14:25,22.6*C,29.5%
03/26/22,14:25,22.6*C,29.5%
03/26/22,14:25,22.6*C,29.5%
03/26/22,14:25,22.6*C,29.5%
03/26/22,14:25,22.6*C,29.5%
03/26/22,14:26,22.6*C,29.5%
03/26/22,14:26,22.6*C,29.5%
03/26/22,14:26,22.6*C,29.5%
03/26/22,14:26,22.6*C,29.5%
03/26/22,14:27,22.6*C,29.5%
03/26/22,14:27,22.6*C,29.5%
03/26/22,14:27,22.6*C,29.5%
03/26/22,14:27,22.6*C,29.5%
03/26/22,14:27,22.6*C,29.5%
03/26/22,14:28,22.6*C,29.5%
03/26/22,14:28,22.6*C,29.5%
03/26/22,14:28,22.6*C,29.5%
03/26/22,14:28,22.6*C,29.5%
03/26/22,14:28,22.6*C,29.5%
03/26/22,14:29,22.6*C,29.5%
03/26/22,14:29,22.6*C,29.5%
03/26/22,14:29,22.6*C,29.5%
03/26/22,14:29,22.6*C,29.5%
03/26/22,14:30,22.6*C,29.5%
03/26/22,14:30,22.6*C,29.5%
03/26/22,14:30,22.6*C,29.5%
03/26/22,14:30,22.6*C,29.5%
03/26/22,14:31,22.6*C,29.5%
03/26/22,14:31,22.6*C,29.5%
03/26/22,14:31,22.6*C,29.5%
03/26/22,14:31,22.6*C,29.5%
03/26/22,14:32,22.6*C,29.5%
03/26/22,14:32,22.6*C,29.5%
03/26/22,14:32,22.6*C,29.5%
03/26/22,14:32,22.6*C,29.5%
03/26/22,14:32,22.6*C,29.5%
03/26/22,14:33,22.6*C,29.5%
03/26/22,14:33,22.6*C,29.5%
03/26/22,14:33,22.6*C,29.5%
03/26/22,14:33,22.6*C,29.5%
03/26/22,14:34,22.6*C,29.5%
03/26/22,14:34,22.6*C,29.5%
03/26/22,14:34,22.6*C,29.5%
03/26/22,14:34,22.6*C,29.5%
03/26/22,14:35,22.6*C,29.5%
03/26/22,14:35,22.6*C,29.5%
03/26/22,14:35,22.6*C,29.5%
03/26/22,14:35,22.6*C,29.5%
03/26/22,14:35,22.6*C,29.5%
03/26/22,14:36,22.6*C,29.5%
03/26/22,14:36,22.6*C,29.5%
03/26/22,14:36,22.6*C,29.5%
03/26/22,14:36,22.6*C,29.5%
03/26/22,14:37,22.6*C,29.5%
03/26/22,14:37,22.6*C,29.5%
03/26/22,14:37,22.6*C,29.5%
03/26/22,14:37,22.6*C,29.5%
03/26/22,14:37,22.6*C,29.5%
03/26/22,14:38,22.6*C,29.5%
03/26/22,14:38,22.6*C,29.5%
03/26/22,14:38,22.6*C,29.5%
03/26/22,14:38,22.6*C,29.5%
03/26/22,14:39,22.6*C,29.5%
03/26/22,14:39,22.6*C,29.5%
03/26/22,14:39,22.6*C,29.5%
03/26/22,14:39,22.6*C,29.5%
03/26/22,14:39,22.6*C,29.5%
03/26/22,14:40,22.6*C,29.5%
03/26/22,14:40,22.6*C,29.5%
03/26/22,14:40,22.6*C,29.5%
03/26/22,14:40,22.6*C,29.5%
03/26/22,14:40,22.6*C,29.5%
03/26/22,14:41,22.6*C,29.5%
03/26/22,14:41,22.6*C,29.5%
03/26/22,14:41,22.6*C,29.5%
03/26/22,14:41,22.6*C,29.5%
03/26/22,14:42,22.6*C,29.5%
03/26/22,14:42,22.6*C,29.5%
03/26/22,14:42,22.6*C,29.5%
03/26/22,14:42,22.6*C,29.5%
03/26/22,14:42,22.6*C,29.5%
03/26/22,14:43,22.6*C,29.5%
03/26/22,14:43,22.6*C,29.5%
03/26/22,14:43,22.6*C,29.5%
03/26/22,14:43,22.6*C,29.5%
03/26/22,14:44,22.6*C,29.5%
03/26/22,14:44,22.6*C,29.5%
03/26/22,14:44,22.6*C,29.5%
03/26/22,14:44,22.6*C,29.5%
03/26/22,14:45,22.6*C,29.5%
03/26/22,14:45,22.6*C,29.5%
03/26/22,14:45,22.6*C,29.5%
03/26/22,14:45,22.6*C,29.5%
03/26/22,14:45,22.6*C,29.5%
03/26/22,14:46,22.6*C,29.5%
03/26/22,14:46,22.6*C,29.5%
03/26/22,14:46,22.6*C,29.5%
03/26/22,14:46,22.6*C,29.5%
03/26/22,14:47,22.6*C,29.5%
03/26/22,14:47,22.6*C,29.5%
03/26/22,14:47,22.6*C,29.5%
03/26/22,14:47,22.6*C,29.5%
03/26/22,14:47,22.6*C,29.5%
03/26/22,14:48,22.6*C,29.5%
03/26/22,14:48,22.6*C,29.5%
03/26/22,14:48,22.6*C,29.5%
03/26/22,14:48,22.6*C,29.5%
03/26/22,14:49,22.6*C,29.5%
03/26/22,14:49,22.6*C,29.5%
03/26/22,14:49,22.6*C,29.5%
03/26/22,14:49,22.6*C,29.5%
03/26/22,14:49,22.6*C,29.5%
03/26/22,14:50,22.6*C,29.5%
03/26/22,14:50,22.6*C,29.5%
03/26/22,14:50,22.6*C,29.5%
03/26/22,14:50,22.6*C,29.5%
03/26/22,14:51,22.6*C,29.5%
03/26/22,14:51,22.6*C,29.5%
03/26/22,14:51,22.6*C,29.5%
03/26/22,14:51,22.6*C,29.5%
03/26/22,14:52,22.6*C,29.5%
03/26/22,14:52,22.6*C,29.5%
03/26/22,14:52,22.6*C,29.5%
03/26/22,14:52,22.6*C,29.5%
03/26/22,14:52,22.6*C,29.5%
03/26/22,14:53,22.6*C,29.5%
03/26/22,14:53,22.6*C,29.5%
03/26/22,14:53,22.6*C,29.5%
03/26/22,14:53,22.6*C,29.5%
03/26/22,14:54,22.6*C,29.5%
03/26/22,14:54,22.6*C,29.5%
03/26/22,14:54,22.6*C,29.5%
03/26/22,14:54,22.6*C,29.5%
03/26/22,14:54,22.6*C,29.5%
03/26/22,14:55,22.6*C,29.5%
03/26/22,14:55,22.6*C,29.5%
03/26/22,14:55,22.6*C,29.5%
03/26/22,14:55,22.6*C,29.5%
03/26/22,14:55,22.6*C,29.5%
03/26/22,14:56,22.6*C,29.5%
03/26/22,14:56,22.6*C,29.5%
03/26/22,14:56,22.6*C,29.5%
03/26/22,14:56,22.6*C,29.5%
03/26/22,14:57,22.6*C,29.5%
03/26/22,14:57,22.6*C,29.5%
03/26/22,14:57,22.6*C,29.5%
03/26/22,14:57,22.6*C,29.5%
03/26/22,14:58,22.6*C,29.5%
03/26/22,14:58,22.6*C,29.5%
03/26/22,14:58,22.6*C,29.5%
03/26/22,14:58,22.6*C,29.5%
03/26/22,14:58,22.6*C,29.5%
03/26/22,14:59,22.6*C,29.5%
03/26/22,14:59,22.6*C,29.5%
03/26/22,14:59,22.6*C,29.5%
03/26/22,14:59,22.6*C,29.5%
03/26/22,15:00,22.6*C,29.5%
03/26/22,15:00,22.6*C,29.5%
03/26/22,15:00,22.6*C,29.5%
03/26/22,15:00,22.6*C,29.5%
03/26/22,15:00,22.6*C,29.5%
03/26/22,15:01,22.6*C,29.5%
03/26/22,15:01,22.6*C,29.5%
03/26/22,15:01,22.6*C,29.5%
03/26/22,15:01,22.6*C,29.5%
03/26/22,15:02,22.6*C,29.5%
03/26/22,15:02,22.6*C,29.5%
03/26/22,15:02,22.6*C,29.5%
03/26/22,15:02,22.6*C,29.5%
03/26/22,15:03,22.6*C,29.5%
03/26/22,15:03,22.6*C,29.5%
03/26/22,15:03,22.6*C,29.5%
03/26/22,15:03,22.6*C,29.5%
03/26/22,15:04,22.6*C,29.5%
03/26/22,15:04,22.6*C,29.5%
03/26/22,15:04,22.6*C,29.5%
03/26/22,15:04,22.6*C,29.5%
03/26/22,15:04,22.6*C,29.5%
03/26/22,15:05,22.6*C,29.5%
03/26/22,15:05,22.6*C,29.5%
03/26/22,15:05,22.6*C,29.5%
03/26/22,15:05,22.6*C,29.5%
03/26/22,15:06,22.6*C,29.5%
03/26/22,15:06,22.6*C,29.5%
03/26/22,15:06,22.6*C,29.5%
03/26/22,15:06,22.6*C,29.5%
03/26/22,15:06,22.6*C,29.5%
03/26/22,15:07,22.6*C,29.5%
03/26/22,15:07,22.6*C,29.5%
03/26/22,15:07,22.6*C,29.5%
03/26/22,15:07,22.6*C,29.5%
03/26/22,15:08,22.6*C,29.5%
03/26/22,15:08,22.6*C,29.5%
03/26/22,15:08,22.6*C,29.5%
03/26/22,15:08,22.6*C,29.5%
03/26/22,15:08,22.6*C,29.5%
03/26/22,15:09,22.6*C,29.5%
03/26/22,15:09,22.6*C,29.5%
03/26/22,15:09,22.6*C,29.5%
03/26/22,15:09,22.6*C,29.5%
03/26/22,15:10,22.6*C,29.5%
03/26/22,15:10,22.6*C,29.5%
03/26/22,15:10,22.6*C,29.5%
03/26/22,15:10,22.6*C,29.5%
03/26/22,15:10,22.6*C,29.5%
03/26/22,15:11,22.6*C,29.5%
03/26/22,15:11,22.6*C,29.5%
03/26/22,15:11,22.6*C,29.5%
03/26/22,15:11,22.6*C,29.5%
03/26/22,15:12,22.6*C,29.5%
03/26/22,15:12,22.6*C,29.5%
03/26/22,15:12,22.6*C,29.5%
03/26/22,15:12,22.6*C,29.5%
03/26/22,15:12,22.6*C,29.5%
03/26/22,15:13,22.6*C,29.5%
03/26/22,15:13,22.6*C,29.5%
03/26/22,15:13,22.6*C,29.5%
03/26/22,15:13,22.6*C,29.5%
03/26/22,15:14,22.6*C,29.5%
03/26/22,15:14,22.6*C,29.5%
03/26/22,15:14,22.6*C,29.5%
03/26/22,15:14,22.6*C,29.5%
03/26/22,15:14,22.6*C,29.5%
03/26/22,15:15,22.6*C,29.5%
03/26/22,15:15,22.6*C,29.5%
03/26/22,15:15,22.6*C,29.5%
03/26/22,15:15,22.6*C,29.5%
03/26/22,15:15,22.6*C,29.5%
03/26/22,15:16,22.6*C,29.5%
03/26/22,15:16,22.6*C,29.5%
03/26/22,15:16,22.6*C,29.5%
03/26/22,15:16,22.6*C,29.5%
03/26/22,15:17,22.6*C,29.5%
03/26/22,15:17,22.6*C,29.5%
03/26/22,15:17,22.6*C,29.5%
03/26/22,15:17,22.6*C,29.5%
03/26/22,15:17,22.6*C,29.5%
03/26/22,15:18,22.6*C,29.5%
03/26/22,15:18,22.6*C,29.5%
03/26/22,15:18,22.6*C,29.5%
03/26/22,15:18,22.6*C,29.5%
03/26/22,15:19,22.6*C,29.5%
03/26/22,15:19,22.6*C,29.5%
03/26/22,15:19,22.6*C,29.5%
03/26/22,15:19,22.6*C,29.5%
03/26/22,15:19,22.6*C,29.5%
03/26/22,15:20,22.6*C,29.5%
03/26/22,15:20,22.6*C,29.5%
03/26/22,15:20,22.6*C,29.5%
03/26/22,15:20,22.6*C,29.5%
03/26/22,15:21,22.6*C,29.5%
03/26/22,15:21,22.6*C,29.5%
03/26/22,15:21,22.6*C,29.5%
03/26/22,15:21,22.6*C,29.5%
03/26/22,15:21,22.6*C,29.5%
03/26/22,15:22,22.6*C,29.5%
03/26/22,15:22,22.6*C,29.5%
03/26/22,15:22,22.6*C,29.5%
03/26/22,15:22,22.6*C,29.5%
03/26/22,15:23,22.6*C,29.5%
03/26/22,15:23,22.6*C,29.5%
03/26/22,15:23,22.6*C,29.5%
03/26/22,15:23,22.6*C,29.5%
03/26/22,15:23,22.6*C,29.5%
03/26/22,15:24,22.6*C,29.5%
03/26/22,15:24,22.6*C,29.5%
03/26/22,15:24,22.6*C,29.5%
03/26/22,15:24,22.5*C,29.4%
03/26/22,15:25,22.6*C,29.5%
03/26/22,15:25,22.6*C,29.5%
03/26/22,15:25,22.6*C,29.5%
03/26/22,15:25,22.6*C,29.5%
03/26/22,15:25,22.6*C,29.5%
03/26/22,15:26,22.6*C,29.5%
03/26/22,15:26,22.6*C,29.5%
03/26/22,15:26,22.6*C,29.5%
03/26/22,15:26,22.6*C,29.5%
03/26/22,15:27,22.6*C,29.5%
03/26/22,15:27,22.6*C,29.5%
03/26/22,15:27,22.5*C,29.4%
03/26/22,15:27,22.6*C,29.5%
03/26/22,15:27,22.6*C,29.5%
03/26/22,15:28,22.6*C,29.5%
03/26/22,15:28,22.6*C,29.5%
03/26/22,15:28,22.6*C,29.5%
03/26/22,15:28,22.6*C,29.5%
03/26/22,15:29,22.6*C,29.5%
03/26/22,15:29,22.6*C,29.5%
03/26/22,15:29,22.6*C,29.5%
03/26/22,15:29,22.6*C,29.5%
03/26/22,15:29,22.6*C,29.5%
03/26/22,15:30,22.6*C,29.5%
03/26/22,15:30,22.6*C,29.5%
03/26/22,15:30,22.5*C,29.4%
03/26/22,15:30,22.6*C,29.5%
03/26/22,15:30,22.6*C,29.5%
03/26/22,15:31,22.6*C,29.5%
03/26/22,15:31,22.5*C,29.4%
03/26/22,15:31,22.6*C,29.5%
03/26/22,15:31,22.5*C,29.4%
03/26/22,15:32,22.6*C,29.5%
03/26/22,15:32,22.6*C,29.5%
03/26/22,15:32,22.6*C,29.5%
03/26/22,15:32,22.6*C,29.5%
03/26/22,15:33,22.6*C,29.5%
03/26/22,15:33,22.6*C,29.5%
03/26/22,15:33,22.6*C,29.5%
03/26/22,15:33,22.6*C,29.5%
03/26/22,15:33,22.6*C,29.5%
03/26/22,15:34,22.6*C,29.5%
03/26/22,15:34,22.6*C,29.5%
03/26/22,15:34,22.6*C,29.5%
03/26/22,15:34,22.6*C,29.5%
03/26/22,15:35,22.6*C,29.5%
03/26/22,15:35,22.6*C,29.5%
03/26/22,15:35,22.6*C,29.5%
03/26/22,15:35,22.6*C,29.5%
03/26/22,15:35,22.6*C,29.5%
03/26/22,15:36,22.6*C,29.5%
03/26/22,15:36,22.6*C,29.5%
03/26/22,15:36,22.6*C,29.5%
03/26/22,15:36,22.6*C,29.5%
03/26/22,15:36,22.6*C,29.5%
03/26/22,15:37,22.6*C,29.5%
03/26/22,15:37,22.6*C,29.5%
03/26/22,15:37,22.6*C,29.5%
03/26/22,15:37,22.6*C,29.5%
03/26/22,15:38,22.6*C,29.5%
03/26/22,15:38,22.6*C,29.5%
03/26/22,15:38,22.6*C,29.5%
03/26/22,15:38,22.6*C,29.5%
03/26/22,15:38,22.6*C,29.5%
03/26/22,15:39,22.6*C,29.5%
03/26/22,15:39,22.6*C,29.5%
03/26/22,15:39,22.6*C,29.5%
03/26/22,15:39,22.6*C,29.5%
03/26/22,15:40,22.6*C,29.5%
03/26/22,15:40,22.6*C,29.5%
03/26/22,15:40,22.6*C,29.5%
03/26/22,15:40,22.6*C,29.5%
03/26/22,15:41,22.6*C,29.5%
03/26/22,15:41,22.6*C,29.5%
03/26/22,15:41,22.6*C,29.5%
03/26/22,15:41,22.6*C,29.5%
03/26/22,15:41,22.6*C,29.5%
03/26/22,15:42,22.6*C,29.5%
03/26/22,15:42,22.6*C,29.5%
03/26/22,15:42,22.6*C,29.5%
03/26/22,15:42,22.6*C,29.5%
03/26/22,15:43,22.6*C,29.5%
03/26/22,15:43,22.6*C,29.5%
03/26/22,15:43,22.6*C,29.5%
03/26/22,15:43,22.6*C,29.5%
03/26/22,15:44,22.6*C,29.5%
03/26/22,15:44,22.6*C,29.5%
03/26/22,15:44,22.6*C,29.5%
03/26/22,15:44,22.6*C,29.5%
03/26/22,15:45,22.6*C,29.5%
03/26/22,15:45,22.6*C,29.5%
03/26/22,15:45,22.6*C,29.5%
03/26/22,15:45,22.6*C,29.5%
03/26/22,15:45,22.6*C,29.5%
03/26/22,15:46,22.6*C,29.5%
03/26/22,15:46,22.6*C,29.5%
03/26/22,15:46,22.6*C,29.5%
03/26/22,15:46,22.6*C,29.5%
03/26/22,15:47,22.6*C,29.5%
03/26/22,15:47,22.6*C,29.5%
03/26/22,15:47,22.6*C,29.5%
03/26/22,15:47,22.6*C,29.5%
03/26/22,15:47,22.6*C,29.5%
03/26/22,15:48,22.6*C,29.5%
03/26/22,15:48,22.6*C,29.5%
03/26/22,15:48,22.6*C,29.5%
03/26/22,15:48,22.6*C,29.5%
03/26/22,15:48,22.6*C,29.5%
03/26/22,15:49,22.6*C,29.5%
03/26/22,15:49,22.6*C,29.5%
03/26/22,15:49,22.6*C,29.5%
03/26/22,15:49,22.6*C,29.5%
03/26/22,15:50,22.6*C,29.5%
03/26/22,15:50,22.6*C,29.5%
03/26/22,15:50,22.6*C,29.5%
03/26/22,15:50,22.6*C,29.5%
03/26/22,15:51,22.6*C,29.5%
03/26/22,15:51,22.6*C,29.5%
03/26/22,15:51,22.6*C,29.5%
03/26/22,15:51,22.6*C,29.5%
03/26/22,15:52,22.6*C,29.5%
03/26/22,15:52,22.6*C,29.5%
03/26/22,15:52,22.6*C,29.5%
03/26/22,15:52,22.6*C,29.5%
03/26/22,15:52,22.6*C,29.5%
03/26/22,15:53,22.6*C,29.5%
03/26/22,15:53,22.6*C,29.4%
03/26/22,15:53,22.6*C,29.4%
03/26/22,15:53,22.6*C,29.4%
03/26/22,15:54,22.6*C,29.4%
03/26/22,15:54,22.6*C,29.5%
03/26/22,15:54,22.6*C,29.5%
03/26/22,15:54,22.6*C,29.5%
03/26/22,15:54,22.6*C,29.5%
03/26/22,15:55,22.6*C,29.5%
03/26/22,15:55,22.6*C,29.5%
03/26/22,15:55,22.6*C,29.5%
03/26/22,15:55,22.6*C,29.5%
03/26/22,15:56,22.6*C,29.5%
03/26/22,15:56,22.6*C,29.5%
03/26/22,15:56,22.6*C,29.5%
03/26/22,15:56,22.6*C,29.5%
03/26/22,15:56,22.6*C,29.5%
03/26/22,15:57,22.6*C,29.4%
03/26/22,15:57,22.6*C,29.5%
03/26/22,15:57,22.6*C,29.5%
03/26/22,15:57,22.6*C,29.5%
03/26/22,15:58,22.5*C,29.4%
03/26/22,15:58,22.5*C,29.4%
03/26/22,15:58,22.6*C,29.5%
03/26/22,15:58,22.6*C,29.5%
03/26/22,15:58,22.6*C,29.5%
03/26/22,15:59,22.6*C,29.5%
03/26/22,15:59,22.6*C,29.5%
03/26/22,15:59,22.6*C,29.5%
03/26/22,15:59,22.6*C,29.5%
03/26/22,16:00,22.6*C,29.5%
03/26/22,16:00,22.6*C,29.5%
03/26/22,16:00,22.6*C,29.5%
03/26/22,16:00,22.6*C,29.5%
03/26/22,16:00,22.6*C,29.5%
03/26/22,16:01,22.6*C,29.5%
03/26/22,16:01,22.6*C,29.5%
03/26/22,16:01,22.6*C,29.5%
03/26/22,16:01,22.6*C,29.5%
03/26/22,16:02,22.6*C,29.5%
03/26/22,16:02,22.6*C,29.5%
03/26/22,16:02,22.6*C,29.5%
03/26/22,16:02,22.6*C,29.5%
03/26/22,16:03,22.6*C,29.5%
03/26/22,16:03,22.6*C,29.5%
03/26/22,16:03,22.6*C,29.5%
03/26/22,16:03,22.6*C,29.5%
03/26/22,16:03,22.6*C,29.5%
03/26/22,16:04,22.6*C,29.5%
03/26/22,16:04,22.6*C,29.5%
03/26/22,16:04,22.6*C,29.5%
03/26/22,16:04,22.6*C,29.5%
03/26/22,16:05,22.6*C,29.5%
03/26/22,16:05,22.6*C,29.5%
03/26/22,16:05,22.6*C,29.5%
03/26/22,16:05,22.6*C,29.5%
03/26/22,16:05,22.6*C,29.5%
03/26/22,16:06,22.6*C,29.5%
03/26/22,16:06,22.6*C,29.5%
03/26/22,16:06,22.6*C,29.5%
03/26/22,16:06,22.6*C,29.5%
03/26/22,16:07,22.6*C,29.5%
03/26/22,16:07,22.6*C,29.5%
03/26/22,16:07,22.6*C,29.5%
03/26/22,16:07,22.6*C,29.5%
03/26/22,16:07,22.6*C,29.5%
03/26/22,16:08,22.6*C,29.5%
03/26/22,16:08,22.6*C,29.5%
03/26/22,16:08,22.6*C,29.5%
03/26/22,16:08,22.6*C,29.5%
03/26/22,16:09,22.6*C,29.5%
03/26/22,16:09,22.6*C,29.5%
03/26/22,16:09,22.6*C,29.5%
03/26/22,16:09,22.6*C,29.5%
03/26/22,16:09,22.6*C,29.5%
03/26/22,16:10,22.6*C,29.5%
03/26/22,16:10,22.6*C,29.5%
03/26/22,16:10,22.6*C,29.5%
03/26/22,16:10,22.6*C,29.5%
03/26/22,16:11,22.6*C,29.5%
03/26/22,16:11,22.6*C,29.5%
03/26/22,16:11,22.6*C,29.5%
03/26/22,16:11,22.6*C,29.5%
03/26/22,16:11,22.6*C,29.5%
03/26/22,16:12,22.6*C,29.5%
03/26/22,16:12,22.6*C,29.5%
03/26/22,16:12,22.6*C,29.5%
03/26/22,16:12,22.6*C,29.5%
03/26/22,16:13,22.6*C,29.5%
03/26/22,16:13,22.6*C,29.5%
03/26/22,16:13,22.6*C,29.5%
03/26/22,16:13,22.6*C,29.5%
03/26/22,16:14,22.5*C,29.4%
03/26/22,16:14,22.6*C,29.5%
03/26/22,16:14,22.6*C,29.5%
03/26/22,16:14,22.6*C,29.5%
03/26/22,16:14,22.6*C,29.5%
03/26/22,16:15,22.6*C,29.5%
03/26/22,16:15,22.6*C,29.5%
03/26/22,16:15,22.6*C,29.5%
03/26/22,16:15,22.6*C,29.5%
03/26/22,16:16,22.6*C,29.5%
03/26/22,16:16,22.6*C,29.5%
03/26/22,16:16,22.6*C,29.5%
03/26/22,16:16,22.6*C,29.5%
03/26/22,16:16,22.5*C,29.4%
03/26/22,16:17,22.5*C,29.4%
03/26/22,16:17,22.6*C,29.5%
03/26/22,16:17,22.6*C,29.5%
03/26/22,16:17,22.6*C,29.5%
03/26/22,16:18,22.6*C,29.5%
03/26/22,16:18,22.6*C,29.5%
03/26/22,16:18,22.6*C,29.5%
03/26/22,16:18,22.6*C,29.5%
03/26/22,16:18,22.6*C,29.5%
03/26/22,16:19,22.6*C,29.5%
03/26/22,16:19,22.6*C,29.5%
03/26/22,16:19,22.6*C,29.5%
03/26/22,16:19,22.6*C,29.5%
03/26/22,16:20,22.6*C,29.5%
03/26/22,16:20,22.6*C,29.5%
03/26/22,16:20,22.6*C,29.5%
03/26/22,16:20,22.6*C,29.5%
03/26/22,16:21,22.6*C,29.5%
03/26/22,16:21,22.6*C,29.5%
03/26/22,16:21,22.6*C,29.5%
03/26/22,16:21,22.6*C,29.5%
03/26/22,16:21,22.6*C,29.5%
03/26/22,16:22,22.6*C,29.5%
03/26/22,16:22,22.6*C,29.5%
03/26/22,16:22,22.6*C,29.5%
03/26/22,16:22,22.5*C,29.4%
03/26/22,16:23,22.6*C,29.5%
03/26/22,16:23,22.6*C,29.5%
03/26/22,16:23,22.5*C,29.4%
03/26/22,16:23,22.6*C,29.5%
03/26/22,16:23,22.6*C,29.5%
03/26/22,16:24,22.5*C,29.4%
03/26/22,16:24,22.6*C,29.5%
03/26/22,16:24,22.6*C,29.5%
03/26/22,16:24,22.6*C,29.4%
03/26/22,16:25,22.6*C,29.4%
03/26/22,16:25,22.6*C,29.4%
03/26/22,16:25,22.6*C,29.5%
03/26/22,16:25,22.6*C,29.4%
03/26/22,16:26,22.6*C,29.5%
03/26/22,16:26,22.6*C,29.5%
03/26/22,16:26,22.6*C,29.4%
03/26/22,16:26,22.6*C,29.5%
03/26/22,16:26,22.6*C,29.4%
03/26/22,16:27,22.6*C,29.4%
03/26/22,16:27,22.6*C,29.4%
03/26/22,16:27,22.6*C,29.4%
03/26/22,16:27,22.6*C,29.4%
03/26/22,16:28,22.6*C,29.5%
03/26/22,16:28,22.5*C,29.4%
03/26/22,16:28,22.6*C,29.5%
03/26/22,16:28,22.6*C,29.5%
03/26/22,16:29,22.5*C,29.4%
03/26/22,16:29,22.6*C,29.5%
03/26/22,16:29,22.6*C,29.5%
03/26/22,16:29,22.6*C,29.5%
03/26/22,16:29,22.5*C,29.4%
03/26/22,16:30,22.6*C,29.5%
03/26/22,16:30,22.6*C,29.5%
03/26/22,16:30,22.6*C,29.5%
03/26/22,16:30,22.6*C,29.5%
03/26/22,16:31,22.6*C,29.5%
03/26/22,16:31,22.5*C,29.4%
03/26/22,16:31,22.5*C,29.4%
03/26/22,16:31,22.6*C,29.5%
03/26/22,16:31,22.5*C,29.4%
03/26/22,16:32,22.6*C,29.5%
03/26/22,16:32,22.5*C,29.4%
03/26/22,16:32,22.6*C,29.5%
03/26/22,16:32,22.5*C,29.4%
03/26/22,16:33,22.5*C,29.4%
03/26/22,16:33,22.5*C,29.4%
03/26/22,16:33,22.5*C,29.4%
03/26/22,16:33,22.6*C,29.5%
03/26/22,16:33,22.5*C,29.4%
03/26/22,16:34,22.6*C,29.5%
03/26/22,16:34,22.6*C,29.5%
03/26/22,16:34,22.6*C,29.5%
03/26/22,16:34,22.6*C,29.5%
03/26/22,16:35,22.6*C,29.5%
03/26/22,16:35,22.5*C,29.4%
03/26/22,16:35,22.5*C,29.4%
03/26/22,16:35,22.5*C,29.4%
03/26/22,16:35,22.6*C,29.5%
03/26/22,16:36,22.5*C,29.4%
03/26/22,16:36,22.6*C,29.5%
03/26/22,16:36,22.5*C,29.4%
03/26/22,16:36,22.5*C,29.4%
03/26/22,16:37,22.5*C,29.4%
03/26/22,16:37,22.6*C,29.5%
03/26/22,16:37,22.6*C,29.5%
03/26/22,16:37,22.6*C,29.5%
03/26/22,16:37,22.6*C,29.5%
03/26/22,16:38,22.6*C,29.5%
03/26/22,16:38,22.6*C,29.5%
03/26/22,16:38,22.5*C,29.4%
03/26/22,16:38,22.6*C,29.5%
03/26/22,16:39,22.6*C,29.5%
03/26/22,16:39,22.6*C,29.5%
03/26/22,16:39,22.5*C,29.4%
03/26/22,16:39,22.6*C,29.4%
03/26/22,16:39,22.6*C,29.5%
03/26/22,16:40,22.6*C,29.5%
03/26/22,16:40,22.6*C,29.5%
03/26/22,16:40,22.6*C,29.5%
03/26/22,16:40,22.6*C,29.5%
03/26/22,16:41,22.5*C,29.4%
03/26/22,16:41,22.6*C,29.5%
03/26/22,16:41,22.6*C,29.5%
03/26/22,16:41,22.6*C,29.5%
03/26/22,16:41,22.6*C,29.5%
03/26/22,16:42,22.5*C,29.4%
03/26/22,16:42,22.6*C,29.5%
03/26/22,16:42,22.6*C,29.5%
03/26/22,16:42,22.6*C,29.5%
03/26/22,16:43,22.6*C,29.5%
03/26/22,16:43,22.6*C,29.4%
03/26/22,16:43,22.6*C,29.4%
03/26/22,16:43,22.6*C,29.5%
03/26/22,16:43,22.6*C,29.4%
03/26/22,16:44,22.6*C,29.5%
03/26/22,16:44,22.6*C,29.5%
03/26/22,16:44,22.6*C,29.4%
03/26/22,16:44,22.6*C,29.5%
03/26/22,16:45,22.6*C,29.4%
03/26/22,16:45,22.6*C,29.5%
03/26/22,16:45,22.6*C,29.4%
03/26/22,16:45,22.6*C,29.4%
03/26/22,16:45,22.6*C,29.4%
03/26/22,16:46,22.6*C,29.5%
03/26/22,16:46,22.6*C,29.4%
03/26/22,16:46,22.6*C,29.4%
03/26/22,16:46,22.6*C,29.4%
03/26/22,16:46,22.6*C,29.4%
03/26/22,16:47,22.6*C,29.5%
03/26/22,16:47,22.6*C,29.5%
03/26/22,16:47,22.6*C,29.5%
03/26/22,16:47,22.5*C,29.4%
03/26/22,16:48,22.6*C,29.4%
03/26/22,16:48,22.6*C,29.5%
03/26/22,16:48,22.6*C,29.5%
03/26/22,16:48,22.6*C,29.5%
03/26/22,16:49,22.6*C,29.5%
03/26/22,16:49,22.5*C,29.4%
03/26/22,16:49,22.6*C,29.5%
03/26/22,16:49,22.6*C,29.5%
03/26/22,16:49,22.6*C,29.5%
03/26/22,16:50,22.6*C,29.5%
03/26/22,16:50,22.6*C,29.5%
03/26/22,16:50,22.6*C,29.5%
03/26/22,16:50,22.6*C,29.5%
03/26/22,16:50,22.5*C,29.4%
